         601965921 function calls (599366529 primitive calls) in 540.396 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       17    0.001    0.000    0.001    0.000 parsers.py:2664(_infer_columns)
       70    0.001    0.000    0.001    0.000 _asarray.py:293(require)
      643    0.001    0.000    0.001    0.000 base.py:496(<dictcomp>)
        4    0.000    0.000    0.001    0.000 properties.py:3(<module>)
       16    0.001    0.000    0.001    0.000 formatting.py:1016(xf_epilogue)
       41    0.000    0.000    0.001    0.000 generic.py:562(_set_axis)
        1    0.000    0.000    0.001    0.001 formatting.py:3(<module>)
     2388    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
        1    0.000    0.000    0.001    0.001 ElementPath.py:59(<module>)
      438    0.000    0.000    0.001    0.000 colors.py:131(__set__)
        1    0.000    0.000    0.001    0.001 translate.py:1(<module>)
       18    0.000    0.000    0.001    0.000 indexers.py:348(check_array_indexer)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
        1    0.000    0.000    0.001    0.001 line_chart.py:2(<module>)
      596    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
        1    0.000    0.000    0.001    0.001 tokenizer.py:1(<module>)
        1    0.000    0.000    0.001    0.001 translate.py:33(Translator)
       22    0.000    0.000    0.001    0.000 blocks.py:350(_split_op_result)
        1    0.000    0.000    0.001    0.001 stylesheet.py:55(__init__)
        1    0.000    0.000    0.001    0.001 fonts.py:4(<module>)
      772    0.001    0.000    0.001    0.000 multi.py:1311(_get_names)
       53    0.000    0.000    0.001    0.000 managers.py:324(_verify_integrity)
        7    0.000    0.000    0.001    0.000 concat.py:29(get_dtype_kinds)
   322/44    0.000    0.000    0.001    0.000 abc.py:100(__subclasscheck__)
     1305    0.001    0.000    0.001    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       17    0.000    0.000    0.001    0.000 managers.py:601(astype)
   164/80    0.001    0.000    0.001    0.000 serialisable.py:204(__hash__)
        1    0.000    0.000    0.001    0.001 _reader.py:3(<module>)
        1    0.000    0.000    0.001    0.001 tokenizer.py:16(Tokenizer)
        3    0.000    0.000    0.001    0.000 views.py:3(<module>)
   322/44    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
       73    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.001    0.001 frame.py:4621(reset_index)
        1    0.000    0.000    0.001    0.001 filters.py:22(SortCondition)
        2    0.000    0.000    0.001    0.000 __init__.py:359(wrapper)
     2169    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.001    0.001 ElementTree.py:6(<module>)
      713    0.001    0.000    0.001    0.000 base.py:126(__set__)
     5038    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 axis.py:3(<module>)
     4020    0.001    0.000    0.001    0.000 dtypes.py:544(ordered)
        1    0.000    0.000    0.001    0.001 protection.py:36(SheetProtection)
        5    0.000    0.000    0.001    0.000 multi.py:1932(take)
       16    0.000    0.000    0.001    0.000 __init__.py:38(inspect_format)
        1    0.000    0.000    0.001    0.001 ElementTree.py:36(_get_py3_cls)
      272    0.001    0.000    0.001    0.000 book.py:685(get_record_parts_conditional)
      270    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
       27    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1401(__init__)
      194    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:533(_validate_timestamp_pyc)
      416    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
        7    0.000    0.000    0.001    0.000 zipfile.py:1461(read)
      229    0.000    0.000    0.001    0.000 multi.py:686(__len__)
      650    0.001    0.000    0.001    0.000 numerictypes.py:651(<listcomp>)
       25    0.001    0.000    0.001    0.000 indexers.py:210(maybe_convert_indices)
        4    0.000    0.000    0.001    0.000 base.py:2699(difference)
     3514    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 merge.py:2071(_items_overlap_with_suffix)
        1    0.000    0.000    0.001    0.001 page.py:3(<module>)
       19    0.000    0.000    0.001    0.000 range.py:86(__new__)
       12    0.000    0.000    0.001    0.000 cast.py:184(maybe_downcast_numeric)
       35    0.001    0.000    0.001    0.000 {built-in method io.open}
      256    0.000    0.000    0.001    0.000 formula.py:2109(rangename2d)
      270    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:185(cb)
        1    0.000    0.000    0.001    0.001 stylesheet.py:3(<module>)
        1    0.000    0.000    0.001    0.001 TiffTags.py:20(<module>)
       12    0.000    0.000    0.001    0.000 ops.py:409(_get_cython_func_and_vals)
        1    0.000    0.000    0.001    0.001 fields.py:3(<module>)
        1    0.000    0.000    0.001    0.001 base.py:2619(intersection)
        1    0.000    0.000    0.001    0.001 data_source.py:1(<module>)
       82    0.000    0.000    0.001    0.000 managers.py:692(_consolidate_check)
       25    0.000    0.000    0.001    0.000 indexed_list.py:42(append)
        7    0.000    0.000    0.001    0.000 multi.py:1060(copy)
      552    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:398(parent)
       18    0.000    0.000    0.001    0.000 algorithms.py:247(_get_hashtable_algo)
        1    0.000    0.000    0.001    0.001 workbook.py:46(parse)
        2    0.000    0.000    0.001    0.000 relationship.py:124(get_dependents)
       36    0.000    0.000    0.001    0.000 numeric.py:288(full)
       12    0.000    0.000    0.001    0.000 generic.py:5681(_convert)
       25    0.001    0.000    0.001    0.000 managers.py:1930(<listcomp>)
        1    0.000    0.000    0.001    0.001 worksheet.py:96(__init__)
       34    0.000    0.000    0.001    0.000 series.py:750(__array__)
        1    0.000    0.000    0.001    0.001 model.py:1(<module>)
        7    0.000    0.000    0.001    0.000 multi.py:1009(_shallow_copy)
       20    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(putmask)
       10    0.000    0.000    0.001    0.000 zipfile.py:1466(open)
        6    0.000    0.000    0.001    0.000 concat.py:48(<listcomp>)
        1    0.000    0.000    0.001    0.001 cell_style.py:188(_to_array)
      954    0.000    0.000    0.001    0.000 sre_parse.py:249(match)
        6    0.000    0.000    0.001    0.000 blocks.py:2425(f)
        1    0.000    0.000    0.001    0.001 pie_chart.py:2(<module>)
       46    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
      256    0.000    0.000    0.001    0.000 formula.py:454(get_cell_range_addr)
       54    0.001    0.000    0.001    0.000 {pandas._libs.ops.maybe_convert_bool}
       42    0.000    0.000    0.001    0.000 multi.py:1314(_set_names)
     2511    0.001    0.000    0.001    0.000 load.py:75(<lambda>)
      727    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:878(__exit__)
       30    0.000    0.000    0.001    0.000 concat.py:87(_get_mgr_concatenation_plan)
      876    0.001    0.000    0.001    0.000 multi.py:849(nlevels)
        6    0.000    0.000    0.001    0.000 cast.py:1051(soft_convert_objects)
        1    0.000    0.000    0.001    0.001 frame.py:8571(func)
        2    0.000    0.000    0.001    0.000 named_styles.py:106(bind)
        2    0.000    0.000    0.001    0.000 named_styles.py:114(_recalculate)
        5    0.001    0.000    0.001    0.000 {method 'put' of 'numpy.ndarray' objects}
       46    0.000    0.000    0.001    0.000 _methods.py:37(_amax)
      4/3    0.000    0.000    0.001    0.000 copy.py:66(copy)
        1    0.000    0.000    0.001    0.001 multi.py:1645(to_flat_index)
       55    0.000    0.000    0.001    0.000 base.py:97(__init__)
       40    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
        1    0.000    0.000    0.001    0.001 comment_sheet.py:84(CommentRecord)
    32/30    0.000    0.000    0.001    0.000 base.py:1571(is_monotonic)
     2647    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
     1757    0.001    0.000    0.001    0.000 multi.py:866(codes)
        2    0.000    0.000    0.001    0.000 serialisable.py:231(__copy__)
        1    0.000    0.000    0.001    0.001 page.py:13(PrintPageSetup)
       73    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
       34    0.000    0.000    0.001    0.000 common.py:49(is_url)
        5    0.000    0.000    0.001    0.000 concat.py:465(_is_uniform_join_units)
      256    0.001    0.000    0.001    0.000 sheet.py:1540(update_cooked_mag_factors)
       16    0.001    0.000    0.001    0.000 {method 'unique' of 'pandas._libs.hashtable.StringHashTable' objects}
        2    0.000    0.000    0.001    0.000 workbook.py:77(find_sheets)
        1    0.000    0.000    0.001    0.001 line.py:3(<module>)
        1    0.000    0.000    0.001    0.001 workbook.py:39(rels)
     3197    0.001    0.000    0.001    0.000 {function FrozenList.__getitem__ at 0x7fa2e6de5b80}
      727    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:874(__enter__)
      512    0.000    0.000    0.001    0.000 formula.py:2082(cellnameabs)
        4    0.000    0.000    0.001    0.000 concat.py:351(_get_empty_dtype_and_na)
     1425    0.001    0.000    0.001    0.000 categorical.py:434(dtype)
        1    0.000    0.000    0.001    0.001 excel.py:133(read_manifest)
       34    0.000    0.000    0.001    0.000 parsers.py:1639(_maybe_dedup_names)
       53    0.000    0.000    0.001    0.000 protection.py:15(__init__)
       55    0.000    0.000    0.001    0.000 fills.py:84(__init__)
      165    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
      256    0.000    0.000    0.001    0.000 biffh.py:301(unpack_unicode_update_pos)
        1    0.000    0.000    0.000    0.000 worksheet.py:100(_setup)
    46/30    0.000    0.000    0.000    0.000 serialisable.py:173(__eq__)
       56    0.000    0.000    0.000    0.000 managers.py:156(from_blocks)
       40    0.000    0.000    0.000    0.000 enum.py:852(__and__)
       12    0.000    0.000    0.000    0.000 managers.py:606(convert)
       87    0.000    0.000    0.000    0.000 range.py:153(_data)
        2    0.000    0.000    0.000    0.000 array_ops.py:195(comparison_op)
       25    0.000    0.000    0.000    0.000 concat.py:480(<genexpr>)
        1    0.000    0.000    0.000    0.000 expressions.py:1(<module>)
       17    0.000    0.000    0.000    0.000 parsers.py:2596(_exclude_implicit_index)
       15    0.000    0.000    0.000    0.000 multi.py:2187(cats)
       34    0.000    0.000    0.000    0.000 version.py:304(__init__)
       17    0.000    0.000    0.000    0.000 parsers.py:953(_get_options_with_defaults)
       52    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        2    0.000    0.000    0.000    0.000 numbers.py:3(<module>)
       17    0.000    0.000    0.000    0.000 frame.py:3975(set_axis)
     2048    0.000    0.000    0.000    0.000 {method 'extend' of 'array.array' objects}
        6    0.000    0.000    0.000    0.000 blocks.py:429(make_a_block)
       12    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(prod)
      256    0.000    0.000    0.000    0.000 formula.py:2175(sheetrange)
      740    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
        7    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
     1200    0.000    0.000    0.000    0.000 formatting.py:359(__init__)
        7    0.000    0.000    0.000    0.000 abc.py:84(__new__)
       20    0.000    0.000    0.000    0.000 concat.py:204(is_na)
       12    0.000    0.000    0.000    0.000 cell_style.py:93(__init__)
       85    0.000    0.000    0.000    0.000 managers.py:1855(_asarray_compat)
       34    0.000    0.000    0.000    0.000 parse.py:369(urlparse)
       52    0.000    0.000    0.000    0.000 base.py:77(__init__)
        2    0.000    0.000    0.000    0.000 picture.py:3(<module>)
      208    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:463(_check_name_wrapper)
       34    0.000    0.000    0.000    0.000 version.py:309(parse)
     1340    0.000    0.000    0.000    0.000 multiarray.py:478(can_cast)
       17    0.000    0.000    0.000    0.000 parsers.py:1007(_clean_options)
      544    0.000    0.000    0.000    0.000 book.py:792(derive_encoding)
       17    0.000    0.000    0.000    0.000 parsers.py:1414(__init__)
       69    0.000    0.000    0.000    0.000 inference.py:263(is_dict_like)
       82    0.000    0.000    0.000    0.000 managers.py:693(<listcomp>)
       51    0.000    0.000    0.000    0.000 parsers.py:1239(_is_potential_multi_index)
       17    0.000    0.000    0.000    0.000 common.py:152(get_filepath_or_buffer)
       95    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
        1    0.000    0.000    0.000    0.000 plotarea.py:3(<module>)
       37    0.000    0.000    0.000    0.000 base.py:723(_assert_take_fillable)
        1    0.000    0.000    0.000    0.000 label.py:3(<module>)
        9    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       14    0.000    0.000    0.000    0.000 ops.py:373(_get_cython_function)
        1    0.000    0.000    0.000    0.000 external.py:4(<module>)
        1    0.000    0.000    0.000    0.000 surface_chart.py:3(<module>)
        1    0.000    0.000    0.000    0.000 formatting.py:7(<module>)
      508    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
      108    0.000    0.000    0.000    0.000 colors.py:57(__set__)
      478    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 datavalidation.py:3(<module>)
     1286    0.000    0.000    0.000    0.000 function_base.py:4686(_append_dispatcher)
       13    0.000    0.000    0.000    0.000 grouper.py:413(__init__)
      235    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:2912(prod)
        1    0.000    0.000    0.000    0.000 text.py:3(<module>)
       25    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argsort)
